operator,n_meridian,n_theta,n_nodes,degree,order,eigenvalue,continuum_target,dtn_target,relative_error_to_continuum,relative_error_to_dtn,relative_residual_to_continuum,batch_apply_ms,dense_matrix_stored
inverse_cube_tangent_repaid,16,32,512,5,4,4.926001049521264,5.0,5.0,0.014799790095747233,0.014799790095747233,0.023374998556881278,8.273790997918695,False
inverse_cube_tangent_repaid,16,32,512,5,5,4.87156865850375,5.0,5.0,0.02568626829924998,0.02568626829924998,0.026611029644578992,8.273790997918695,False
inverse_cube_tangent_repaid,16,32,512,6,0,5.530216863660391,6.0,6.0,0.07829718938993491,0.07829718938993491,0.08604988457596333,8.273790997918695,False
inverse_cube_tangent_repaid,16,32,512,6,1,5.903208531470659,6.0,6.0,0.01613191142155686,0.01613191142155686,0.19436682574887276,8.273790997918695,False
inverse_cube_tangent_repaid,16,32,512,6,2,5.89967496918665,6.0,6.0,0.016720838468891646,0.016720838468891646,0.11408192005606889,8.273790997918695,False
inverse_cube_tangent_repaid,16,32,512,6,3,5.917074421411041,6.0,6.0,0.013820929764826554,0.013820929764826554,0.05399419037719965,8.273790997918695,False
inverse_cube_tangent_repaid,16,32,512,6,4,5.906444736809159,6.0,6.0,0.01559254386514016,0.01559254386514016,0.032776123210252986,8.273790997918695,False
inverse_cube_tangent_repaid,16,32,512,6,5,5.864045840873146,6.0,6.0,0.022659026521142305,0.022659026521142305,0.02682096241608031,8.273790997918695,False
inverse_cube_tangent_repaid,16,32,512,6,6,5.780996849883012,6.0,6.0,0.036500525019498,0.036500525019498,0.03689348973007751,8.273790997918695,False
inverse_square_control,32,64,2048,1,0,0.9992177346261587,1.0,1.0,0.0007822653738412955,0.0007822653738412955,0.0007829308880776912,50.056916996254586,False
inverse_square_control,32,64,2048,1,1,1.0000908199563443,1.0,1.0,9.081995634430129e-05,9.081995634430129e-05,0.0025616031034344008,50.056916996254586,False
inverse_square_control,32,64,2048,2,0,1.4976138921558808,1.5,2.0,0.0015907385627461264,0.2511930539220596,0.0018270703349855435,50.056916996254586,False
inverse_square_control,32,64,2048,2,1,1.4995132535716442,1.5,2.0,0.00032449761890385176,0.2502433732141779,0.003683487381323861,50.056916996254586,False
inverse_square_control,32,64,2048,2,2,1.4986712707302277,1.5,2.0,0.0008858195131815627,0.25066436463488617,0.001342340124521057,50.056916996254586,False
inverse_square_control,32,64,2048,3,0,1.8285723226283621,1.8333333333333333,3.0,0.002596914929984262,0.39047589245721265,0.002733394568326446,50.056916996254586,False
inverse_square_control,32,64,2048,3,1,1.831513195101869,1.8333333333333333,3.0,0.0009928026717077498,0.3894956016327103,0.004985443211239289,50.056916996254586,False
inverse_square_control,32,64,2048,3,2,1.8309180214240448,1.8333333333333333,3.0,0.0013174428596118837,0.38969399285865175,0.002200869183722364,50.056916996254586,False
inverse_square_control,32,64,2048,3,3,1.8298853841786302,1.8333333333333333,3.0,0.0018806995389289277,0.3900382052737899,0.002071578566706246,50.056916996254586,False
inverse_square_control,32,64,2048,4,0,2.0753875628174097,2.0833333333333335,4.0,0.0038139698476434346,0.4811531092956476,0.004075646619750759,50.056916996254586,False
inverse_square_control,32,64,2048,4,1,2.0794410156565486,2.0833333333333335,4.0,0.0018683124848567444,0.48013974608586285,0.006419241760045814,50.056916996254586,False
inverse_square_control,32,64,2048,4,2,2.0791117609374736,2.0833333333333335,4.0,0.0020263547500127287,0.4802220597656316,0.0033105226921159,50.056916996254586,False
inverse_square_control,32,64,2048,4,3,2.0784160004684797,2.0833333333333335,4.0,0.0023603197751297955,0.48039599988288006,0.0028371987967899313,50.056916996254586,False
